,0,1,2
20,"House Votes to Protect Pledge From Courts WASHINGTON - In a vote with election-year consequences, the House sought to assure that God's 50-year place in the Pledge of Allegiance will be safe from federal court challenges.    The bill, approved on a 247-173 vote Thursday, would prevent federal courts, including the Supreme Court, from ruling on whether the words ""under God"" should be stricken from the pledge...",0,0
21,"Stocks Open Higher as Oil Prices Ease  NEW YORK (Reuters) - U.S. stocks opened higher on Friday,  as oil prices retreated and tech stocks showed strength on the  opening day of the fourth quarter.",2,0
22,"Review: 'Konga' Great for House Parties (AP) AP - Nintendo has created what could be the ultimate house party video game with ""Donkey Konga."" It's the first title designed to work with the company's new DK Bongo controller. The plastic device looks like a real bongo drum and up to four of them can be plugged into a GameCube.",3,0
23,"Ohio St. Buckeyes COLUMBUS, Ohio (Ticker) -- No. 15 Ohio State hopes to avoid back-to-back defeats for the first time under Jim Tressel when it hosts No.",1,0
24,"Reid offers blueprint for fitness John Reid, the health secretary, yesterday championed personal choice over state dictation as he launched the government #39;s wide-ranging blueprint for disease prevention ranging from smoking bans to personal health trainers, curbs on advertising junk food ",0,0
25,"No proof of mobile health risk: Nordic countries There is no scientific evidence that mobile phone use or exposure to base stations below internationally accepted levels pose a health risk, radiation authorities in the Nordic countries said on Tuesday.",3,0
26,Fallujah negotiator refuses to resume talks The negotiator for the militant Shiite stronghold of Fallujah was freed from US custody today but refused to resume peace talks. Sheik Khaled al-Jumeili said they will remain suspended as a protest against ,0,0
27,"Legal Fight Menaces Aircraft Debt Ratings  NEW YORK (Reuters) - Standard   Poor's on Friday said  ratings on about  $30 billion of aircraft-backed debt could be  threatened if creditors lost a legal dispute with bankrupt UAL  Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=UALAQ.OB target=/stocks/quickinfo/fullquote""&gt;UALAQ.OB&lt;/A&gt; unit United Airlines over the right to  repossess aircraft.",2,0
28,"Worried Workers At Rouse Weigh Recruiters' Offers  As soon as Rouse Co. announced it was selling itself to a Chicago-based mall owner, Chad Houck, a principal of Columbia-based employment consultant the Search Group, , and his recruiters hit the phones, calling about 40 Rouse employees.",2,0
29,"NY Times Profit Slips as Ad Sales Uneven The New York Times Co. (NYT.N: Quote, Profile, Research) on Wednesday reported lower quarterly net profit, weighed down by an inconsistent ad sales environment.",2,0
30,"NASA Test Flight Nears 7,000 Mph, Breaks Record An unmanned experimental jet broke a world record for speed on Tuesday, cruising over the Pacific Ocean at just under 7,000 miles per hour in a NASA test of cutting-edge  quot;scramjet quot; engine technology.",3,0
31,Stem cell freebie A MELBOURNE biotech company will release an embryonic stem cell line free to researchers worldwide  quot;for the good of mankind quot;.,3,0
32,"Motorists Could Face  $2/gal Gasoline Soon  WASHINGTON (Reuters) - U.S. drivers could again face  $2 a  gallon gasoline now that crude oil has topped a record  $50 a  barrel, government experts said on Tuesday.",2,0
33,"Profits Are Up 24 at Disney and So, It Says, Is Teamwork Buoyed by the strong performance of ESPN and its other cable channels, the Walt Disney Company said that its profit rose 24 percent in the fourth quarter.",2,0
34,Nobel Peace Prize awarded Environmentalists around the world are holding their heads a little higher. Wangari Maathai is being honored for her work in preserving the earth.,0,0
35,"Researchers Grow Sperm Nursery Cells from Mice US researchers said on Friday they had found sperm nursery cells in mice, grown them in lab dishes and used them to father baby mice.",3,0
36,"TELECOM: FT, REORGANISATION MAKES COMPANY MORE  #39;NORMAL #39; (AGI) - Rome, Italy, Dec. 8 - The merger between Telecom Italia and its mobile arm, Tim, will make the company more normal and will sign the  quot;end of the biggest Italian soap opera quot;.",2,0
37,"A Familiar Ring There #39;s no rest for the Salvation Army bell ringers as the holidays arrive. They #39;re out in force this season, gathering money to help the less fortunate.",2,0
38,"Williams Faces Fight More than 100 protesters denounced a proposal to build a baseball stadium, vowing that Mayor Anthony Williams will face stiff opposition.",1,0
39,"Greenspan says oil price agony milder than in 1970s (AFP) AFP - Soaring oil prices should inflict less damage on US economic growth and inflation than the 1970s oil shock, Federal Reserve chairman Alan Greenspan said.",2,0
40,Rights Activists Denounce Putin's Reforms (AP) AP - Hundreds of Kremlin critics gathered Sunday on Constitution Day to denounce what they call a retreat from democracy as President Vladimir Putin signed a bill scrapping gubernatorial elections.,0,0
41,Egypt Won't Invite Iraq Opposition Groups (AP) AP - Egypt's foreign minister said Saturday that his country would not invite Iraqi opposition groups to a high-level conference on Iraqi elections planned next month at an Egyptian resort.,0,0
42,"Gates: Software tycoon to ambassador? PARIS - Is Bill Gates preparing to switch careers, from software architect to ambassador?",3,0
43,U.S. Raids Afghan Compounds in U.N. Hostage Search  KABUL (Reuters) - U.S.-led troops searching for three U.N.  hostages blasted their way into compounds in Kabul on Monday  and detained 12 people while militants claiming to hold the  U.N. workers warned the government against any tricks.,0,0
44,"Colgate-Palmolive, Unilever warn of disappointments Two consumer products giants - Colgate-Palmolive (CL) and Unilever (UL) warned Monday of disappointing outlooks as consumer goods firms across the world struggle with a slowdown in spending by shoppers.",2,0
45,"Bears pass on quarterback Couch CBC SPORTS ONLINE - The Chicago Bears decided Monday not to sign free-agent quarterback Tim Couch. Couch, 26, underwent a physical and worked out twice for the Bears, but they failed to bite.",1,0
46,"Four Ex-Gurkhas Killed in Baghdad Four former Gurkhas working for a London-based security firm were killed in an attack in Baghdad, the Foreign Office said today. The attack, in which around 15 other ",0,0
47,"Circulation Fraud Contained, Audit Group Says The chairman of the newspaper industry #39;s circulation-auditing body said Thursday that the organization would work to repair its image, tarnished by circulation scandals over the past year at four large US newspapers.",2,0
48,"Kobe needs to step up, apologize to Malone Staples Center is a multi-purpose venue. It not only houses the Lakers and Clippers, but other events as well, including the circus.",1,0
49,Football: Liverpool v Olympiakos Liverpool coach Rafael Benitez is wary of Olympiakos duo Giovanni and Rivaldo.,0,0
50,Germany Says Italy #39;s UN Stance Will Hurt Europe Germany said on Saturday that Italy #39;s opposition to its campaign for a permanent seat on the UN Security Council could mean Europe loses out.,0,0
51,"Report: Online shopping sites struggle to keep up with demand Online retail sites struggle to keep up with consumer demand during the first week of the holiday shopping season, according to Internet performance management vendor Keynote Systems Inc.",3,0
52,UBS Global criticizes proposed Mylan-King deal WASHINGTON An investment firm has told Mylan Laboratories that a proposed acquisition of King Pharmaceuticals is not in the best interests of investors.,2,0
53,"Black to Quit Hollinger Inc 'Within Days'  TORONTO (Reuters) - Former press baron Conrad Black will  quit as chairman and chief executive of his Canadian holding  company, Hollinger Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HLGc.TO target=/stocks/quickinfo/fullquote""&gt;HLGc.TO&lt;/A&gt;, to facilitate his offer to  take the company private, his lawyer said on Friday.",2,0
54,Industry shies off rogue broker Big sharebrokers moved quickly yesterday to distance themselves from the shock collapse of Access Brokerage. They backed the New Zealand Exchange #39;s move to effectively shut down the firm.,2,0
55,"No ownership issues: Mukesh Ambani Reliance Industries Chairman Mukesh Ambani today sought to quell a raging controversy over his reported differences with his brother, Anil Ambani.",2,0
56,"NYC Mayor Says Hotels Full During Convention Time (Reuters) Reuters - New York City's hotels are full for the last week of August, Mayor Michael Bloomberg said on Friday, boosting his claim that next week's Republican National Convention will provide an economic boom to the city.",2,0
57,"Sudan Arrests 14 Islamists for Sabotage Plot  KHARTOUM (Reuters) - Sudanese authorities have arrested 14  members of an opposition Islamist party for plotting sabotage  after soliciting help from abroad, party officials and security  sources said on Wednesday.",0,0
58,"Pakistan Tests Medium-Range Nuclear-Capable Missile Pakistan test-fired on Wednesday a nuclear-capable, surface-to-surface ballistic missile, capable of hitting targets deep inside arch-rival India.",0,0
59,"Oracle #39;s Phillips talks up PeopleSoft integration DECEMBER 15, 2004 (COMPUTERWORLD) - For the first time since closing a deal to purchase rival PeopleSoft Inc. for  $13.3 billion, Oracle Corp.",3,0
60,New iMac Makes Debut a Bit Later Than Apple Hoped Apple Computer introduced an updated version of its iMac home computer with a minimalist all-in-one system that hides the computer's internal components inside a flat-panel L.C.D. display.,3,0
61,"Floods Kill 76 in China, No Let-Up in Sight  BEIJING (Reuters) - Floods and landslides have killed 76  people in southwest China in the past four days and washed away  homes and roads, knocked down power lines and cut off at least  one city, state media said on Monday.",0,0
62,"Microsoft Files More Spam Suits Microsoft intensified its legal assault on spam with the filing of seven lawsuits against alleged spammers marketing sexually explicit material, the company said last week.",3,0
63,Clean-up works on Norfolk Broads The Norfolk Broads are on their way to getting a clean bill of ecological  health after a century of stagnation.,3,0
64,Former Enron accountant presenting defense in barge case The trial of an alleged fraudulent sale by Enron Corp. to Merrill Lynch ended its fourth week with a discussion of rudimentary accounting principles by the last of six defendants on trial for conspiracy and fraud.,2,0
65,"Feds Subpoena Chiron Over Vaccine Debacle  NEW YORK (Reuters) - Chiron Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CHIR.O target=/stocks/quickinfo/fullquote""&gt;CHIR.O&lt;/A&gt; is being  investigated by a federal grand jury after failing to deliver  its flu vaccine this year because regulators did not consider  it safe.",2,0
66,"Optus adds 200,000 mobile users The data from Optus #39; parent company, Singapore Telecommunications (SingTel), showed Optus had 5.92 million mobile phone customers at the end of September, compared to 5.72 million at the end of June.",2,0
67,"BlackBerry in Sync with Apple Mac fans now can sync their BlackBerry devices with their PCs using software from Information Appliance Associates. The BlackBerry platform has developed a broad following in the enterprise, delivering wireless access to e-mail and ...",3,0
68,"Safin Downs Hewitt at Paris Masters Marat Safin, of Russia, returns the ball to Lleyton Hewitt, of Australia, during the quarterfinal of the BNP Masters indoor tennis tournament in Paris, Friday, Nov. 5, 2004.",1,0
69,Bills look to McGahee for a spark Willis McGahee has emerged as the Buffalo Bills starting running back based on his ability to provide more of a spark to a sputtering offence.,1,0
70,Turkish PM lobbies EU officials Turkey's PM Erdogan visits Brussels to put his case for Turkey to start formal talks on joining the EU.,0,0
71,"Crude futures slip after energy report CRUDE oil futures fell yesterday after the American government reported a slight increase in the US inventory of crude. The supply of distillate fuel, which includes heating oil, also increased, following ",2,0
72,"Busch's ambience set it apart from others ST. LOUIS -- Even a cookie-cutter stadium -- which is the pejorative term that came to describe the multipurpose bowls that seemed to spring up simultaneously in Pittsburgh, Cincinnati, Atlanta, Queens, Philadelphia, and St. Louis in the late 1960s and early '70s -- can have their quirks.",1,0
73,"Cherry to launch keyboard for Linux users Linux users in German-speaking countries and the U.K. will have an opportunity to buy keyboards specially designed for the open source operating system in late September, when Cherry GmbH launches what the company claims is the world's first Linux keyboard.",3,0
74,"Libraries Reach Out, Online With downloadable books and information portals, the new reading room is anywhere and everywhere.",0,0
75,"No Mistaking Identity LaVar Arrington, Washington D.C.'s most popular athlete, has endeared himself to the area with a hard-hitting style of linebacking and a soft touch with the fans.",1,0
76,"RCN looks to exit Chapter 11 RCN Corp., the upstart telecommunications provider that has sought to battle giants like Comcast Corp. and Verizon Communications Inc.",2,0
77,"NASCAR had no choice but to penalize Junior Earlier this season driver Johnny Sauter was fined  $25,000 and docked 25 points after cursing during a radio interview following a Busch Series race in Las Vegas.",1,0
78,"Cheese For The Mouse House #39;s Investors? It was probably a slip of the tongue. Speaking to an investor conference on Sept. 30, Walt Disney (DIS) President Robert Iger noted that it was the end of Disney #39;s fiscal year -- adding:  quot;And what a year it has been.",2,0
79,"Makybe Diva wins Melbourne Cup MARK COLVIN: The track was dead, the weather was atrocious, but today #39;s Melbourne Cup produced one of the great results, and rewrote the history of the race.",1,0
80,"Guantanamo Hearings To Give Only Restricted View Of Bin Laden &lt;b&gt;...&lt;/b&gt; GUANTANAMO BAY US NAVAL BASE, Cuba, Aug 23 (AFP) - Only a sanitised glimpse of Australian David Hicks #39; life as a Taliban fighter or what it was like for Salim Hamdan to be Osama bin Laden #39;s personal driver and bodyguard will be given when their military ",0,0
81,"Leading Indicators, Jobless Claims Dip (AP) AP - A closely watched measure of future economic activity fell in July for the second consecutive month, reinforcing evidence that the nation's financial recovery is slackening.",2,0
82,"Veritas buys KVS, plugs archive hole Underlining the importance of message archiving software, Veritas Software Corp. has announced plans for a  $224 million cash acquisition of KVS Software Ltd.",3,0
83,Army to Withhold Some Payments From Halliburton The U.S. Army plans to withhold payment on 15 percent of future invoices of Halliburton's logistics deal in Iraq due to an ongoing billing dispute.,2,0
84,"Volandri Upsets Massu in Palermo (AP) AP - Defending champion Nicolas Massu was upset by Filippo Volandri 6-3, 3-6, 6-4 Friday in the quarterfinals of the Campionati Internazionali di Sicilia.",1,0
85,"Sirius posts wider loss amid rising costs NEW YORK (Dow Jones/AP) -- Sirius Satellite Radio Inc. on Wednesday said it posted a wider loss for the third quarter from a year earlier, as higher expenses -- particularly for National Football League programming -- more than offset a surge in revenue.",2,0
86,"YUKOS Woes Drive Oil Above  $46 a Barrel  LONDON (Reuters) - Oil prices hit  $46 on Monday after  Russian oil giant YUKOS said it would cut some oil shipments to  China, the first toll on exports from the company's financial  turmoil.",2,0
87,"Briton among three men seized by Iraq gunmen Gunmen have kidnapped a Briton and two Americans from a house in an affluent central Baghdad neighbourhood, the latest in a nearly six-month campaign of abductions of foreigners in Iraq.",0,0
88,Threat to cancel tour CRICKET Australia has threatened to cancel next month #39;s tour of India as tension over the television rights wrangle on the subcontinent escalates.,1,0
89,"Explosions caused mushroom cloud over N. Korea: source SEOUL, SOUTH KOREA - A mushroom-shaped cloud was seen in North Korea last Thursday following a large explosion, a South Korean news agency reported Sunday.",0,0
90,Oil Scales New Highs  LONDON (Reuters) - World oil prices scaled a new high above   $55 a barrel on Monday as a threat by Norwegian oil employers  to halt production from the world's third biggest exporter  stoked fears of a winter supply crunch.,2,0
91,"Giant insurer under investigation AIG, the world's largest insurer,  is the target of a criminal investigation, accused of helping a client commit fraud.",2,0
92,Rentokil shares drop on profit warning Rentokil warned investors to expect lower profits for 2005 after reported a fall in profits for most of the 2004 and revealed it was finally washing its hands of parts of its UK hygiene business.,2,0
93,Bush Pledges to Defeat Global Terrorism (AP) AP - President Bush marked the Sept. 11 terrorist attacks Saturday by warning of continued danger to the United States and pledging victory over international terror.,0,0
94,"Flood-Hit Filipinos Seek Safety as Typhoon Nears  REAL, Philippines (Reuters) - Residents of flood-hit  Philippine towns scrambled to higher ground Thursday as the  most powerful typhoon this year threatened to cause more  destruction after floods and landslides killed up to 600  people.",0,0
95,"I don #39;t know why I stopped, says Radcliffe The torment engulfing Paula Radcliffe after her failure to finish the Olympic marathon was plain yesterday as she tried to explain what went so horribly wrong in the burning heat of Athens.",1,0
96,"2-run single by Bellhorn lifts Boston BOSTON - Mark Bellhorn singled in two runs in the bottom of the ninth Tuesday night as the Boston Red Sox rallied for a 3-2 victory over the Baltimore Orioles, snapping a three-game losing streak.",1,0
97,"Tests Show Forces Did Not Nab Saddam #39;s Right Hand Man (Baghdad-WABC, September 6, 2004 ) - It could have all been a case of mistaken identity in Iraq. Sunday, Iraqi officials thought they #39;d nabbed Saddam Hussein #39;s former right-hand man in a shoot-out north of Baghdad.",0,0
98,"Google Slashes IPO Price Range NEW YORK (Reuters) - Google Inc., the Web search engine, on Wednesday slashed the price range on its eagerly awaited initial public offering to between  $85 and  $95 per share from  $108 to  $135 per share. ",2,0
99,"Raiders win snow bowl  quot;Dead over the middle, quot; he said. And in he came, all 6-foot-8 and 345 pounds of him, to block a 43-yard Denver field goal attempt with 31 seconds to play, secure a 25-24 victory for the Oakland ",1,0
100,U.S. Agencies Told to Share Earth Data WASHINGTON (AP) -- The White House on Wednesday told 15 federal agencies to better share scientific data about the Earth among themselves and with other nations.    The administration's draft plan for the next 10 years requires the agencies to identify ways they can help create a global system for observing the planet...,3,0
101,"Magnetic sharks add bite to compass theory Marine biologists say they have obtained the first proof that sharks can spot changes in magnetic fields, boosting evidence that the fish have an internal compass to guide them as well as a phenomenal sense of smell.",3,0
102,"Nuggets knock Pistons Helping the poor-shooting Nuggets get well with bad defense, the Pistons fell to 1-1 on their western trip, losing, 117-109, Thursday night at the Pepsi Center.",1,0
103,"Israel Turns Up Heat on Palestinian Hunger Strike  JERUSALEM (Reuters) - Israel declared psychological war on  hunger-striking Palestinian prisoners Monday, saying it would  barbecue meat outside their cells to try to break their will.",0,0
104,"US Airways files motion for pay cut SAN FRANCISCO (CBS.MW) -- Bankrupt US Airways Group filed a court motion Friday evening seeking permission to make pay cuts totaling  $38 million per month, saying that the move is necessary to preserve about 34,000 jobs.",2,0
105,"U.S. CEOs' Confidence Slips Further (Reuters) Reuters - Confidence among chief executives in the U.S. economy slipped for the second straight quarter, private research firm The Conference Board said on Wednesday.",2,0
106,&lt;em&gt;El Reg&lt;/em&gt; pledges to name BSA antipiracy weasel &lt;strong&gt;Competition&lt;/strong&gt; Get those suggestions in,3,0
107,"Soccer: Barca #39;s behind us, bring on Bayer, says Real #39;s Raul MADRID : Real Madrid club captain Raul said the nine-times European Champions had already got their 3-0 thrashing by bitter rivals Barcelona out of their system.",1,0
108,"More Is Not Necessarily Better magine if one company controlled the card catalog of every library in the world. The influence it would have over what people see, read and discuss would be enormous.",3,0
109,"25 dead, scores killed in latest Gaza flare-up GAZA - At least 25 people died in the northern Gaza Strip as violence erupted yesterday between Israeli soldiers and Palestinians.",0,0
110,"Davenport will decide on retirement, in due time All in due time, Lindsay Davenport will decide whether she wants to retire. Only right now is not that time.  quot;I swear, it #39;s so hard to answer that, quot; she said after limping off from a 1-6, 6-2, 6-4 loss to ",1,0
111,"Alitalia, Cushy #39; Jobs Machine, Faces Cost Cuts (Update1) Every morning at 7:45, Alitalia SpA Flight 1022 leaves Rome #39;s Fiumicino Airport for Milan #39;s Malpensa Airport. An average of 80 seats on the Airbus 320, 60 percent of the total, are occupied ",2,0
112," #39;Merry Chrismukkah! #39; cards proclaim KANSAS CITY, Mo. - Every December, Zack and Hilary Rudman used to send out nonsectarian cards with winter scenes and generic holiday greetings.",2,0
113,Brad Ott Gets First Nationwide Victory (AP) AP - Brad Ott shot an 8-under 64 on Sunday to win the Nationwide Tour's Price Cutter Charity Championship for his first Nationwide victory.,1,0
114,"Sudan accuses UN of criticizing govt while ignoring rebel violence A Sudanese Cabinet minister slammed the latest UN report on Darfur, accusing the world body Saturday of overlooking violence committed ",0,0
115,"U.S. Targets Zarqawi Network in Dawn Strike in Iraq  BAGHDAD (Reuters) - U.S. forces destroyed a building in the  rebel-held city of Falluja on Thursday that they said was being  used by fighters loyal to Abu Musab al-Zarqawi, whose group is  threatening to behead a British hostage.",0,0
116,"Disney chief defends paying  $140m to fired president Lawyers for investors suing Walt Disney Co. questioned whether chief executive Michael Eisner held a formal meeting to tell board members there were no grounds to deny then-president Michael Ovitz  $140 million in severance. Shareholders of Disney, the number two US media company, contend directors did not know Ovitz might be entitled to the  $140 million if ...",2,0
117,Adobe 4Q Earnings Surge 36 Percent (AP) AP - Earnings at Adobe Systems Inc. increased 36 percent in the latest quarter as the company posted record revenue on strong sales of its graphics and imaging software.,3,0
118,"State regulator plans to investigate all relevant areas SACRAMENTO, CALIF. - California #39;s top insurance regulator said Wednesday that he will be filing a civil suit shortly in the widening scandal over insurance industry sales practices.",2,0
119,"U.S.: Bin Laden Likely Issuing Orders BAGRAM, Afghanistan - The trail has gone cold in the hunt for suspected Sept. 11 mastermind Osama bin Laden three years after the audacious attacks, but the al-Qaida chief and his No...",0,0
120,"Nepalese Rebel Blockade Cuts Roads to Kathmandu, Reuters Says Aug. 18 (Bloomberg) -- Road traffic to Nepal #39;s capital, Kathmandu, stopped as communist rebels began a blockade of the city to demand the release of insurgents, Reuters reported. ",0,0
121,"Flatley, Rogers on bench for Australia for rugby Test against &lt;b&gt;...&lt;/b&gt; Back from injury, Elton Flatley and Mat Rogers will join Wendell Sailor on the bench when Australia opens its Northern Hemisphere rugby tour against Scotland on Saturday.",1,0
122,"GM up 20 percent; Ford disappoints again; Toyota, Nissan, Chrysler &lt;b&gt;...&lt;/b&gt; General Motors Corp., aided by a late-month clearance sale on 2004 models, said Friday its new vehicle business rose a surprising 20 percent in September, which appeared to help push up overall industry results despite bad weather ",2,0
123,"Enjoy the Arctic while it #39;s still here The next time you step outside, take a good long look around. What you will see is how the Arctic has looked for at least 10,000 years and you may be among the last of the many generations who can say they have seen it that way.",3,0
124,"Maradona on Christmas Break from Drug Rehab  HAVANA (Reuters) - Diego Maradona left Cuba on Sunday,  interrupting his cocaine-addiction therapy to spend Christmas  at home with his family in defiance of his doctor's advice.",1,0
125,"Stocks Fall on Security, Earnings Worries US stocks fell in extremely thin volume on Monday as security concerns surrounding the Republican convention in New York and worries about an update from technology bellwether Intel Corp.",2,0
126,"IMac G5: another P from the iPod The iPod #39;s importance to Apple, which has in the past been overshadowed by the likes of Microsoft and Dell in the desktop stakes, cannot be underestimated.",3,0
127,"JBoss app server to get HP support In a deal aimed at helping corporate IT decision-makers feel more comfortable about moving to open-source software offerings, Hewlett-Packard Co. will now provide first-call support for JBoss Inc.'s open-source application server.",3,0
128,Juventus Dump Roma In The Rain Rejuvenated attacker Alessandro Del Piero inspired Juventus to a 2-0 win over AS Roma that restored their five point title advantage on holders AC Milan.,1,0
129,"Swapo party wins Namibia elections Namibian President Sam Nujoma #39;s chosen successor, Hifikepunye Pohamba, has won a landslide victory with 75 of the vote in the country #39;s third elections since independence, according to official results.",0,0
130,"Iran to halt uranium enrichment ISN SECURITY WATCH (15/11/04) - Iran has agreed to fully suspend its uranium enrichment program, in a move that could improve the Islamic republics relations with the West.",0,0
131,Alpharma Gets Court OK for Gabapentin Alpharma Inc. said Friday that a federal court dropped an order preventing the generic drug maker from launching its version of Pfizer Inc.,2,0
132,"Microscopic Diamond Found in Montana (AP) AP - The bright green rocks jutting through the prairie soil were hard to miss, but Tom Charlton still couldn't believe his eyes. It was kimberlite, the molten rock in which diamonds are found, and preliminary tests had yielded a microscopic diamond.",3,0
133,"Insurance industry probe goes coast-to-coast The investigation of insurance industry practices launched by New York Attorney General Eliot Spitzer isn #39;t just spreading to include more insurers, it has set off a frenzy of scrutiny nationwide, from California to Connecticut.",2,0
134,"General Electric Posts Higher Profit Diversified manufacturer and financial services company General Electric Co. posted third-quarter earnings in line with Wall Street expectations on Friday, as revenue rose 15 percent on higher industrial sales ",2,0
135,BBC Wants Help With Dirac Codec Number Ten Ox writes  quot;According to The Register the BBC wants help to develop their open source video codec Dirac.  #39;Lead developer Dr.,3,0
136,"2 captors received  #39;big bribe #39; to help Bigley flee LONDON - Two of slain British hostage Kenneth Bigley #39;s captors accepted a large sum of money to help him escape, The Sunday Times reported yesterday.",3,0
137,"Digital Agenda: 10 facts you should know about homeland security Campaign promises have changed little in the run-up to the presidential election, but the rhetoric has intensified.",3,0
138,"15 dead as huge typhoon slams Japan TOKYO - As many as 15 people were killed on Wednesday when Typhoon Tokage slammed into western Japan, bringing heavy rains and powerful winds.",0,0
139,"Debate Rages over Sun Open Source Plans Sun Microsystems is scheduled to launch Solaris 10, the newest version of its Unix-based operating system, on November 15th. But the fate of a plan to release an open-source version remains unclear.",3,0
140,Briefly: Alvarion expands wireless broadband in China roundup Plus: .Mac customers suffer e-mail glitches...IBM launches business research group...Verbatim to make discs with HP labeling feature.,3,0
141,"Finally, the Knicks Waive Anderson Shandon Anderson got his freedom yesterday, and the Knicks got some roster flexibility.",1,0
142,"China Asks Canada to Hand Over Intruders (AP) AP - China urged the Canadian Embassy on Thursday to hand over 44 possible North Korean asylum-seekers, while officials said nine North Koreans who entered an American school in Shanghai had been handed over to Chinese police.",0,0
143,Adobe Readies Acrobat 7.0 New products will include a free Acrobat reader with reviewing capabilities.,3,0
144,"FDA Holds Off Approval of New Merck Drug (Reuters) Reuters - Merck   Co.  on Friday said U.S. regulators have decided not to approve the company's experimental arthritis drug, the successor to its recalled Vioxx pill, until more safety and effectiveness data are obtained.",2,0
145,"Former Football Great Glenn Presnell Dies (AP) AP - Glenn Presnell, who starred for the Detroit Lions in the 1930s and later spent 28 years as a college head coach and athletic director, is dead at 99.",1,0
